#NSGA2
popsize 50
maxGen 100
numVar 1
numObj 3
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	50
totalTime	0.46771
firstFrontCount	1
frontCount	50
avgEvalTime	0.00896027
#end
Var1	Obj1	Obj2	Obj3	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	



#Generation 100 / 100
currentGen	100
evaluateCount	5000
totalTime	48.0688
firstFrontCount	50
frontCount	1
avgEvalTime	0.00825082
#end
Var1	Obj1	Obj2	Obj3	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	
0	0.0709733	0.0596758	0.0582112	



